dataset_id,premise,positive_hypothesis,negative_hypothesis,correct_polarity
192792,"Staging area neboli přistávací zóna je mezisklad, který se používá pro zpracování dat během procesu extrakce, transformace a načítání (ETL). Staging area (jinak také staging point, staging base nebo staging post) je místo, kde se před použitím shromažďují organismy, lidé, vozidla, vybavení nebo materiál. Ve vojenském použití je staging area místo, kde se shromažďují nebo zpracovávají vojska nebo vybavení v tranzitu. Na rozdíl od běžných základen je zařízení etapového prostoru dočasné, a to především proto, že se v něm po určitou dobu soustředí mnohem více vojáků a materiálu, než by bylo účelné v době míru. Armády využívají staging areas k rozmístění vojenských jednotek, letadel a válečných lodí a materiálu před útokem nebo invazí.",Staging area je pouze nevyužitý kus země.,Staging area není pouze nevyužitý kus země.,N
13127,Christopher Michael Benoit ([bəˈnwa]; 21. května 1967 - 24. června 2007) byl kanadský profesionální wrestler.,Chris Benoit existoval pouze v Norsku.,Chris Benoit existoval pouze v Norsku.,N
191645,"Ang Lee OBS (; narozen 23. října 1954) je tchajwanský filmový režisér, scenárista a producent.",Ang Lee je také spisovatelem.,Ang Lee není také spisovatelem.,P
73158,"EuroLeague All-Final Four Team nebo FIBA SuproLeague All-Final Four Team bylo ocenění udělované nejvyšší evropskou ligou EuroLeague pěti nejlepším basketbalistům Final Four soutěže EuroLeague v každé sezóně. Jack Lowden. Po velmi úspěšné a oceňované čtyřleté kariéře na divadelních prknech zaznamenal první velký mezinárodní úspěch na filmovém plátně v minisérii Vojna a mír z roku 2016, což vedlo k hlavním rolím v celovečerních filmech. V roce 2014 získal Olivier Award a Ian Charleson Award za roli Oswalda v adaptaci Ibsenových Strašidel Richarda Eyrea z roku 2013. Nováček roku Národní basketbalové ligy (National Basketball League Rookie of the Year) je každoroční ocenění udělované od sezóny 1992 v novozélandské NBL nejlépe hrajícímu nováčkovi základní části.",Jack Lowden mohl mít oceněnou čtyřletou kariéru na scéně.,Jack Lowden nemohl mít oceněnou čtyřletou kariéru na scéně.,P
154312,Airbus A380. Letadlo A380 uskutečnilo svůj první let 27. dubna 2005 a do komerčního provozu vstoupilo 25. října 2007 u společnosti Singapore Airlines.,Airbus A380 vstoupil do komerčního provozu se společností American Airlines.,Airbus A380 nevstoupil do komerčního provozu se společností American Airlines.,N
15483,"Jižní ostrov. Má o 32 % větší rozlohu než Severní ostrov, takže je někdy označován jako ""pevnina"" Nového Zélandu, zejména obyvateli Jižního ostrova, ale žije zde pouze 23 % z milionu obyvatel Nového Zélandu.","Jižní ostrov je někdy označován jako ""pevnina"" Austrálie.","Jižní ostrov není někdy označován jako ""pevnina"" Austrálie.",N
174883,"Alfred P. Murrah Federal Building byl federální vládní komplex Spojených států amerických na adrese 200 N.W. 5th Street v centru Oklahoma City ve státě Oklahoma, Spojené státy americké. Bombový útok v Oklahoma City byl domácí teroristický útok nákladním automobilem na budovu Alfred P. Murrah Federal Building v centru Oklahoma City, Oklahoma, Spojené státy americké, který se odehrál 19. dubna 1995.",V centru města Oklahoma City ve státě Oklahoma se nacházela federální budova Alfreda P. Murraha.,V centru města Oklahoma City ve státě Oklahoma se nenacházela federální budova Alfreda P. Murraha.,P
139103,"Leslie Alexander (podnikatel). Je bývalý obchodník s dluhopisy z New Jersey, který vlastní tým Národní basketbalové asociace (NBA) Houston Rockets.",Leslie Alexander nezná tým Houston Rockets.,Leslie Alexander nenezná tým Houston Rockets.,N
33377,"Kung Fu Panda. Film Kung Fu Panda byl uveden v 4 114 kinech a za první den premiéry vydělal 20,3 milionu dolarů a za první víkend 60,2 milionu dolarů, což vedlo k prvnímu místu v pokladnách kin.","Během úvodního víkendu vydělala Kung Fu Panda 60,2 milionu dolarů.","Během úvodního víkendu nevydělala Kung Fu Panda 60,2 milionu dolarů.",P
22861,"Celiakie. Celiakie je způsobena reakcí na lepek, což jsou různé bílkoviny obsažené v pšenici a v dalších obilovinách, jako je ječmen a žito. Jedinou známou účinnou léčbou je přísná celoživotní bezlepková dieta, která u většiny lidí vede k obnově střevní sliznice, zlepšuje příznaky a snižuje riziko vzniku komplikací.",Celiakie se léčí dodržováním bezlepkové diety.,Celiakie se neléčí dodržováním bezlepkové diety.,P
131969,"Vatikán ([ˈvætᵻkən_ˈsɪti] Città del Vaticano [tʃitˈta ddel vatiˈkaːno] Civitas Vaticana), oficiálně Vatikánský městský stát nebo Stát Vatikán ([Stato della Città del Vaticano, odkazy = ne] [Status Civitatis Vaticanae, odkazy = ne]), je opevněná enkláva uvnitř města Říma. Jedná se o církevní nebo církevně monarchický stát (typ teokracie), kterému vládne římský biskup - papež. Od návratu papežů z Avignonu v roce 1377 sídlí papežové zpravidla v Apoštolském paláci na území dnešního Vatikánu, i když někdy místo toho sídlí v Kvirinálském paláci v Římě nebo jinde. Nezávislý městský stát naopak vznikl v roce 1929 na základě Lateránské smlouvy mezi Svatým stolcem a Itálií, která o něm hovořila jako o novém útvaru, nikoli jako o pozůstatku mnohem větších Papežských států (756-1870), které dříve zahrnovaly velkou část střední Itálie. Podle podmínek smlouvy má Svatý stolec nad městským státem ""plné vlastnictví, výlučné panství a svrchovanou moc a jurisdikci"".",Město Vatikán dosud bylo založeno.,Město Vatikán dosud nebylo založeno.,P
11491,"Anna Nicole Smithová. Pracovala jako modelka pro módní společnosti Guess, H&M, Heatherette a Lane Bryant.",Anna Nicole Smith pracovala pro více módních společností.,Anna Nicole Smith nepracovala pro více módních společností.,P
85800,Vévoda z Yorku. Princ Andrew nemá v současné době žádné mužské dědice a od svého rozvodu v roce 1996 je svobodný.,Současný vévoda z Yorku se od svého rozvodu v roce 1996 znovu oženil.,Současný vévoda z Yorku se od svého rozvodu v roce 1996 znovu neoženil.,N
131584,"George Harrison. Harrisonovo první manželství, s modelkou Pattie Boydovou v roce 1966, skončilo v roce 1977 rozvodem. Následujícího roku se oženil s Olivií Harrisonovou (rozenou Ariasovou), s níž měl syna Dhaniho.",George Harrison se dosud oženil.,George Harrison se dosud neoženil.,P
179827,"Victor Kwesi Mensah (narozen 6. června 1993), známější pod uměleckým jménem Vic Mensa, je americký rapper z Chicaga ve státě Illinois, nominovaný na cenu Grammy.",Vic Mensa je japonský country zpěvák.,Vic Mensa není japonský country zpěvák.,N
204548,"Komodor (Cmdre) je nejnižší vlajková důstojnická hodnost v Kanadském královském námořnictvu kanadských ozbrojených sil. Commodore byl dřívější titul a později hodnost v námořnictvu Spojených států, pobřežní stráži Spojených států a námořnictvu Konfederace. Dnes již není hodností, ale nadále se používá jako čestný titul v rámci amerického námořnictva a americké pobřežní stráže pro ty vyšší kapitány (platová třída O-6), kteří velí operačním organizacím složeným z více nezávislých podřízených námořních jednotek (např. více nezávislých lodí nebo leteckých eskader). Komodor je námořní hodnost používaná v mnoha námořnictvech, která je vyšší než námořní kapitán, ale nižší než kontradmirál. Někdy se používá zkratka: ""Cdre"" v britském královském námořnictvu, ""CDRE"" v americkém námořnictvu, ""Cmdre"" v kanadském královském námořnictvu, ""COMO"" ve španělském námořnictvu a v některých španělsky mluvících námořnictvech nebo ""CMDE"", jak se používá v indickém námořnictvu nebo v některých jiných námořnictvech.",Commodore se používá pouze v mnoha pozemních armádách.,Commodore se nepoužívá pouze v mnoha pozemních armádách.,N
188148,"Stephen Moyer (narozen jako Stephen John Emery; 11. října 1969) je anglický filmový a televizní herec a režisér, který je známý především jako upír Bill Compton v seriálu HBO True Blood. Moyerova první televizní role byla v roce 1993 role Philipa Masefielda v televizní adaptaci hry Conjugal Rites, kterou napsal herec a dramatik Roger Hall. Následoval televizní film Lord of Misrule, natáčený ve Fowey v Cornwallu, v němž si zahráli také Richard Wilson, Emily Mortimer a Prunella Scales. V roce 1997 Moyer debutoval na velkém plátně hlavní rolí ve filmové adaptaci dlouholetého komiksu Hala Fostera Prince Valiant, kde si zahrál po boku Rona Perlmana a Katherine Heigl.",Stephen Moyer odmítl kdykoli v čemkoli hrát.,Stephen Moyer neodmítl kdykoli v čemkoli hrát.,N
21933,"Team Fortress 2 (TF2) je týmová multiplayerová střílečka z pohledu první osoby, kterou vyvinula a vydala společnost Valve Corporation. Byla vydána jako součást videoherního balíčku The Orange Box v říjnu 2007 pro Microsoft Windows a Xbox 360. V prosinci 2007 následovala verze pro PlayStation 3. Team Fortress 2 získal uznání kritiky za výtvarné zpracování, hratelnost, humor a využití postavy ve hře určené pouze pro více hráčů.",Team Fortress 2 je schopna být videohrou.,Team Fortress 2 není schopna být videohrou.,P
64476,"Film SpongeBob SquarePants Movie. Film režíroval tvůrce seriálu Stephen Hillenburg a v hlavních rolích se představili seriáloví herci Tom Kenny, Bill Fagerbakke, Clancy Brown, Rodger Bumpass a pan Lawrence, hostující Scarlett Johansson, Jeffrey Tambor, Alec Baldwin a David Hasselhoff.",Ve filmu SpongeBob SquarePants Movie hraje Tom Cruise.,Ve filmu SpongeBob SquarePants Movie nehraje Tom Cruise.,N
87808,Eurotas nebo Evrotas (řecky Ευρώτας) je hlavní řeka Lakonie a jedna z hlavních řek Peloponésu v Řecku.,Eurotas (řeka) je jednou z řeckých řek.,Eurotas (řeka) není jednou z řeckých řek.,P
172717,"Northwestern University (NU) je soukromá výzkumná univerzita se sídlem v Evanstonu ve státě Illinois, s kampusy v Chicagu ve státě Illinois a v katarském Dauhá a akademickými programy/zařízeními ve Washingtonu a v San Francisku v Kalifornii. Northwestern je zakládajícím členem konference Big Ten a zůstává jedinou soukromou univerzitou v této konferenci.",Northwestern University je veřejnou univerzitou.,Northwestern University není veřejnou univerzitou.,N
108145,"Jin a jang. Symbol jin a jang (tj. taijitu) znázorňuje rovnováhu mezi dvěma protiklady, přičemž v každé části je část opačného prvku.",Jin a jang znázorňují rovnováhu.,Jin a jang neznázorňujou rovnováhu.,P
217182,"Pákistánské hnutí. Pákistánské hnutí bylo výsledkem řady sociálních, politických a intelektuálních proměn pákistánské společnosti, vlády a způsobu myšlení.",Pákistánské hnutí bylo výsledkem čistě fyzických proměn.,Pákistánské hnutí nebylo výsledkem čistě fyzických proměn.,N
168612,"Tenká červená linie (film z roku 1998). Zobrazuje vojáky roty C, 1. praporu, 27. pěšího pluku, 25. pěší divize, které hrají Sean Penn, Jim Caviezel, Nick Nolte, Elias Koteas a Ben Chaplin.",Ve filmu Tenká červená linie (1998) hraje Sean Penn.,Ve filmu Tenká červená linie (1998) nehraje Sean Penn.,P
119422,"Punisher (Francis ""Frank"" Castle) je fiktivní postava vystupující v amerických komiksech vydávaných nakladatelstvím Marvel Comics. Postavu vytvořili spisovatel Gerry Conway a výtvarníci John Romita Sr. a Ross Andru, přičemž vydavatel Stan Lee dal tomuto jménu zelenou. V hraných filmech ztvárnil Punishera v roce 1989 Dolph Lundgren, v roce 2004 Thomas Jane a v roce 2008 Ray Stevenson. Punisher (film z roku 2004). Scénárista Jonathan Hensleigh souhlasil s režií filmu ve fázi jeho vývoje i přes spory se studiem Marvel, což znamenalo jeho režijní debut. Film byl uveden do kin 16. dubna 2004 společností Lionsgate a během úvodního víkendu vydělal ve Spojených státech 13 milionů dolarů a dosáhl celkového výdělku 54 milionů dolarů při rozpočtu 33 milionů dolarů, ale navzdory tehdejšímu kasovnímu úspěchu se dočkal negativních recenzí od kritiků.",Punisher je výhradně komiksová předloha.,Punisher není výhradně komiksová předloha.,N
151484,"Camp Flog Gnaw je každoroční karneval, který vytvořili a pořádají Tyler, The Creator a Odd Future.","Camp Flog Gnaw vznikl ještě předtím, než se Tyler, The Creator a Odd Future narodili.","Camp Flog Gnaw nevznikl ještě předtím, než se Tyler, The Creator a Odd Future narodili.",N
115175,"Castlevania, v japonštině známá také jako Castlevania, je série akčních dobrodružných videoher s temnou fantasy tématikou vytvořená a vyvinutá společností Konami, jejímž hlavním hrdinou je rodina Belmontů, klan lovců upírů, a jejich boj s Drákulou. Japonsko. Země je rozdělena do 47 prefektur v osmi regionech; nejsevernější prefekturou je Hokkaidó a nejjižnější Okinawa.",Japonsko je zastoupeno několika místními vládami.,Japonsko není zastoupeno několika místními vládami.,N
34105,"Phoenix ([ˈfiːnᵻks]) je hlavní a nejlidnatější město amerického státu Arizona. S 1 615 017 obyvateli je Phoenix pátým nejlidnatějším městem v celé zemi, nejlidnatějším hlavním městem státu USA a jediným hlavním městem státu s více než milionem obyvatel. Metropolitní oblast je s přibližně 4,3 milionu obyvatel dvanáctá největší podle počtu obyvatel ve Spojených státech.",Nejlidnatějším státem je Phoenix ve státě Arizona.,Nejlidnatějším státem není Phoenix ve státě Arizona.,N
122180,"Ekta Kapoor. Kapoor produkoval také televizní seriály Naagin, Ye Hai Mohabbatein, Kumkum Bhagya, Kavach a Kasam Tere Pyaar Ki. Kumkum Bhagya. Seriál produkuje Ekta Kapoor pod hlavičkou Balaji Telefilms. Seriál režíruje Sameer Kulkarni a vyvíjí ho Ekta Kapoor.",Ekta Kapoor produkovala Kumkum Bhagya.,Ekta Kapoor neprodukovala Kumkum Bhagya.,P
111823,Eurotas neboli Evrotas (řecky Ευρώτας) je hlavní řeka Lakónie a jedna z hlavních řek Peloponésu v Řecku.,Eurotas (řeka) je hlavní řekou Lakonie.,Eurotas (řeka) je hlavní řekou Lakonie.,P
198425,Arthur Schopenhauer ([ˈaɐ̯tʊɐ̯ ˈʃoːpm̩ˌhaʊ̯ɐ]; 22. února 1788 - 21. září 1860) byl německý filozof.,Arthur Schopenhauer byl německý filozof.,Arthur Schopenhauer nebyl německý filozof.,P
74188,"Morgan Fairchildová. Fairchildová zahájila svou kariéru v denní telenovele stanice CBS Hledání zítřka jako Jennifer Paceová v letech 1973 až 1977. V roce 1978 se objevila v primácké telenovele Dallas jako první herečka, která ztvárnila Jennu Wadeovou, a v roce 1980 přijala hlavní roli v seriálu Flamingo Road na stanici NBC (za kterou byla nominována na Zlatý glóbus za nejlepší herečku v dramatickém televizním seriálu). V roce 1984 si zahrála v krátkometrážním televizním dramatu Paper Dolls na stanici ABC a poté se v letech 1985-1986 objevila v seriálu Falcon Crest jako advokátka Jordan Robertsová. Fairchildová hrála také v divadle a hostovala v televizních komediích, například v seriálech Murphy Brownová (za tento seriál byla nominována na cenu Primetime Emmy za vynikající hostující herečku v komediálním seriálu), Roseanne, Cybill a Přátelé. Ulice snů (film). Film sleduje pohodového soukromého detektiva Kyda Thomase (Ben Masters), který se dostane do světa hollywoodského zločinu poté, co potká Lauru Cassidy (Morgan Fairchild).",Morgan Fairchild vystupuje pouze jako vedlejší postava.,Morgan Fairchild nevystupuje pouze jako vedlejší postava.,N
44397,"The Paper (Papír) je americký komediální dramatický film z roku 1994, který režíroval Ron Howard a ve kterém hrají Michael Keaton, Glenn Close, Marisa Tomei, Randy Quaid a Robert Duvall.",Ve filmu The Paper hraje pouze Robin Wright.,Ve filmu The Paper nehraje pouze Robin Wright.,N
167179,"Westworld (televizní seriál). První série měla premiéru 2. října 2016, skončila 4. prosince 2016 a skládá se z deseti epizod. V listopadu 2016 HBO prodloužila seriál pro desetidílnou druhou sezónu, jejíž premiéra je plánována na rok 2018.",První sezóna Westworldu se skládá z dvaadvaceti epizod.,První sezóna Westworldu se neskládá z dvaadvaceti epizod.,N
177532,"Brick Mansions je anglicky mluvený francouzsko-kanadský kriminální thriller z roku 2014 s Paulem Walkerem, Davidem Bellem a RZA v hlavních rolích. Film režíroval Camille Delamarre a scénář napsali Luc Besson, Robert Mark Kamen a Bibi Naceri. Jedná se o remake francouzského filmu District 13 z roku 2004, v němž Belle rovněž hrál. Jedná se o Walkerův poslední dokončený film před jeho smrtí, ale ne o jeho poslední filmové vystoupení. Robert Maillet. Je známý také díky rolím ve filmech jako 300 (2007), Sherlock Holmes (2009), Nesmrtelní (2011), Pacific Rim (2013), Brick Mansions (2014) a Herkules (2014).",Brick Mansions je pouze kniha.,Brick Mansions není pouze kniha.,N
130289,"Buffy, přemožitelka upírů je americký televizní seriál, který vytvořil Joss Whedon pod svou produkční značkou Mutant Enemy Productions a jehož pozdějšími spoluproducenty byli Jane Espensonová, David Fury, David Greenwalt, Doug Petrie, Marti Noxonová a David Solomon.","Na seriálu Buffy, přemožitelka upírů se podíleli jako výkonní producenti.","Na seriálu Buffy, přemožitelka upírů se nepodíleli jako výkonní producenti.",P
126045,"Antigua ([ænˈtiːɡə]), domorodým obyvatelstvem známá také jako Waladli nebo Wadadli, je ostrov v Západní Indii. Je jedním ze Závětrných ostrovů v karibské oblasti a hlavním ostrovem státu Antigua a Barbuda. Anglický přístav na jihovýchodním pobřeží je proslulý svým chráněným útočištěm během prudkých bouří.",Antigua má přístup k moři.,Antigua nemá přístup k moři.,P
162680,"Norman Bates je fiktivní postava, kterou vytvořil Robert Bloch jako hlavního antagonistu ve svém románu Psycho z roku 1959 a kterou ztvárnil Anthony Perkins ve stejnojmenném filmu režiséra Alfreda Hitchcocka z roku 1960 a jeho pokračováních a Freddie Highmore v televizním seriálu Bates Motel.",Norman Bates pochází z románu Stevena Kinga Psycho.,Norman Bates pochází z románu Stevena Kinga Psycho.,N
43862,"Hebe (mytologie). Hebe byla pohárnicí bohů a bohyň na Olympu, podávala jim nektar a ambrózii, dokud nebyla provdána za Hérakla (římský ekvivalent: Herkules); jejím nástupcem byl božský hrdina Ganymedes.",Nástupcem Hébé byl Ganymedes.,Nástupcem Hébé nebyl Ganymedes.,P
78175,"Apollo 8, druhý let člověka do vesmíru v rámci amerického vesmírného programu Apollo, odstartoval 21. prosince 1968 a stal se první kosmickou lodí s posádkou, která opustila oběžnou dráhu Země, doletěla k Měsíci, obletěla jej a bezpečně se vrátila na Zemi. Objekt blízký Zemi (NEO) je každé malé těleso Sluneční soustavy, jehož oběžná dráha ho přivádí do blízkosti Země.",Objekt blízký Zemi je typem nebeského tělesa.,Objekt blízký Zemi není typem nebeského tělesa.,P
5598,"Oblast Sanfranciského zálivu. V devíti okresech Bay Area žije přibližně 7,68 milionu lidí a nachází se zde mnoho měst, obcí, letišť a přidružených regionálních, státních a národních parků, které jsou propojeny sítí silnic, dálnic, železnic, mostů, tunelů a příměstské železnice.","V oblasti Sanfranciského zálivu žije přibližně 7,68 milionu obyvatel.","V oblasti Sanfranciského zálivu nežije přibližně 7,68 milionu obyvatel.",P
85062,"Scandal je americká rocková skupina z 80. let 20. století, jejímž frontmanem je Patty Smyth. Skupina zaznamenala ve Spojených státech hit s písní ""The Warrior"", která se v roce 1984 dostala na 7. místo. Skandál je americký televizní seriál s politickým thrillerem, ve kterém hraje hlavní roli Kerry Washingtonová. Kromě Kerry Washingtonové se v seriálu objevují Guillermo Diaz a Katie Lowesová jako asistenti O.P.A., Tony Goldwyn jako prezident, Bellamy Young jako bývalá první dáma a senátorka, Jeff Perry jako bývalý šéf štábu Bílého domu, Darby Stanchfield jako tiskový tajemník Bílého domu a současný šéf štábu, Joshua Malina jako generální prokurátor, Scott Foley jako ředitel NSA, Portia de Rossi jako šéfka štábu viceprezidenta, Cornelius Smith Jr. jako aktivista za občanská práva a spolupracovník O.P.A.; a Joe Morton jako Oliviin otec a bývalý šéf špionážní agentury B613. Seriál byl Americkým filmovým institutem vyhlášen televizním pořadem roku, obdržel Peabodyho cenu za vynikající televizní výkon a byl oceněn jako vynikající dramatický seriál na Image Awards.",Skandál je skupina.,Skandál není skupina.,P
211013,"Resident Evil, v Japonsku známý jako Resident Evil, je mediální franšíza založená na videohrách o přežití, kterou vytvořili Šindži Mikami a Tokuro Fudžiwara a kterou vlastní videoherní společnost Capcom. Franšíza se soustředí na sérii survival hororových videoher, ale od té doby se rozvětvila do komiksů, románů, novelizací, zvukových dramat, hraných filmů, animovaných pokračování her a různých souvisejících produktů, jako jsou akční figurky. Resident Evil je sci-fi akční hororová hexalogie volně založená na stejnojmenné sérii japonských videoher od společnosti Capcom.",Resident Evil volně vychází z videoherní série survival hororů.,Resident Evil volně nevychází z videoherní série survival hororů.,P
106855,"Desátý Doktor je inkarnací Doktora, hlavního hrdiny sci-fi televizního pořadu BBC Doctor Who, kterého ve třech sériích a také v devíti speciálech ztvárnil David Tennant. V příběhu pořadu je Doktor staletý mimozemský Pán času z planety Gallifrey, který cestuje v čase ve své TARDIS, často se společníky. Mezi společníky této inkarnace patří prodavačka Rose Tylerová (Billie Piperová), studentka medicíny Martha Jonesová (Freema Agyemanová) a ohnivá brigádnice Donna Nobleová (Catherine Tateová). Se všemi se nakonec rozloučí na konci finále seriálu z roku 2008, ""Journey's End"", po kterém se pokouší cestovat sám po dobu trvání speciálů z let 2008 - 2010, než ho na jeho posledním dobrodružství v seriálu The End of Time doprovodí dědeček Donny Nobleové Wilfred Mott.",Desátý Doktor tráví čas cestováním sám.,Desátý Doktor netráví čas cestováním sám.,P
52456,"Floridské státní univerzity. Floridský guvernér Rick Scott a státní zákonodárný sbor na jaře 2013 označili Floridskou státní univerzitu za jednu ze dvou ""předních"" státních univerzit mezi dvanácti univerzitami floridského státního univerzitního systému.","Floridská státní univerzita byla guvernérem a státním zákonodárcem označena za jedinou ""preeminentní"" státní univerzitu.","Floridská státní univerzita nebyla guvernérem a státním zákonodárcem označena za jedinou ""preeminentní"" státní univerzitu.",N
99511,"The Times. Pod tímto názvem začal vycházet v roce 1785, svůj současný název přijal 1. ledna 1788. The Times a jeho sesterský list The Sunday Times (založený v roce 1821) vydává společnost Times Newspapers, od roku 1981 dceřiná společnost News UK, která je sama plně vlastněna společností News Corp.. The Times a The Sunday Times nemají společnou redakci, byly založeny nezávisle a společného vlastníka mají teprve od roku 1967. The Times jsou první noviny, které nesou tento název, který propůjčily mnoha dalším novinám po celém světě, například The Times of India (založeny v roce 1838), The Straits Times (Singapur) (1845), The New York Times (1851), The Irish Times (1859), Le Temps (Francie) (1861-1942), The Cape Times (Jižní Afrika) (1872), Los Angeles Times (1881), Trenton Times (1882), The Seattle Times (1891), The Manila Times (1898), The Daily Times (Malawi) (1900), El Tiempo (Kolumbie) (1911), The Canberra Times (1926), Times of Malta (1935) a The Washington Times (1982). Deník The Times byl 219 let tištěn v broadsheetovém formátu, ale v roce 2004 přešel na kompaktní formát ve snaze více oslovit mladší čtenáře a dojíždějící veřejnou dopravou.",The Times se tisknou již od dob americké revoluce.,The Times se  již od dob americké revoluce.,N
25289,"The Love Club je píseň novozélandské zpěvačky Lorde, pocházející z jejího debutového rozšířeného EP The Love Club (2013). The Love Club EP je debutová rozšířená hra (EP) novozélandské zpěvačky Lorde.",The Love Club EP je debutová rozšířená hra (extended play) novozélandské zpěvačky Lorde.,The Love Club EP není debutová rozšířená hra (extended play) novozélandské zpěvačky Lorde.,P
8864,"Velký bílý žralok. Velký bílý žralok nemá žádné známé přirozené predátory kromě kosatek. Velký bílý žralok je pravděpodobně největší známou žijící makropredační rybou na světě a je jedním z hlavních predátorů mořských savců. Je také známo, že loví řadu dalších mořských živočichů, včetně ryb a mořských ptáků. Je jediným známým žijícím druhem svého rodu Carcharodon a je na prvním místě v počtu zaznamenaných případů kousnutí člověka žralokem. Člověk není preferovanou kořistí žraloka bílého, ale přesto je žralok bílý zodpovědný za největší počet hlášených a zjištěných smrtelných nevyprovokovaných útoků žraloka na člověka.",Velký bílý žralok zabil člověka.,Velký bílý žralok nikdy nezabil člověka.,N
39716,"Vybíjená: Pravdivý příběh smolaře (DodgeBall: A True Underdog Story) je americká sportovní komedie z roku 2004, kterou napsal a režíroval Rawson Marshall Thurber a v níž si zahráli Vince Vaughn a Ben Stiller.",DodgeBall: A True Underdog Story obsahuje camea Vince Vaughna a Bena Stillera.,DodgeBall: A True Underdog Story neobsahuje camea Vince Vaughna a Bena Stillera.,N
129818,Silver Surfer je fiktivní superhrdina vystupující v amerických komiksech vydávaných společností Marvel Comics.,Silver Surfer je fiktivní superpadouch.,Silver Surfer není fiktivní superpadouch.,N
168079,Jean-Jacques Dessalines ([ʒɑ̃ ʒak dɛs.salin]; 20. září 1758 - 17. října 1806) byl vůdce haitské revoluce a první vládce nezávislého Haiti podle ústavy z roku 1805.,Jean-Jacques Dessalines absolvoval vysokou školu 20. září 1758.,Jean-Jacques Dessalines neabsolvoval vysokou školu 20. září 1758.,N
209122,"Sennacherib. Byl zavražděn za nejasných okolností v roce 681 př. n. l., zřejmě svým nejstarším synem (jeho určený nástupce Esarhaddon byl nejmladší).",Sennacheribovým nejmladším synem byl Ismael.,Sennacheribovým nejmladším synem nebyl Ismael.,N
126559,"Malta ([ˈmɒltə] [ˈmɐltɐ]), oficiálně známá jako Maltská republika (Repubblika ta'Malta), je jihoevropský ostrovní stát tvořený souostrovím ve Středozemním moři. Malta má dlouhé křesťanské dědictví a její arcidiecéze Malta se prohlašuje za apoštolskou stolici, protože podle Skutků apoštolů svatý Pavel ztroskotal na ""Melitě"", která je dnes všeobecně považována za Maltu.",Malta může být Melita zmíněná ve Skutcích apoštolů.,Malta nemůže být Melita zmíněná ve Skutcích apoštolů.,P
82751,"Paul Ludwig Hans Anton von Beneckendorff und von Hindenburg, obecně známý jako Paul von Hindenburg ([ˈpaʊl fɔn ˈhɪndn̩bʊɐ̯k]; 2. října 1847 - 2. srpna 1934) byl německý vojenský důstojník, státník a politik, který do značné míry řídil německou politiku v druhé polovině první světové války a od roku 1925 až do své smrti v roce 1934 působil jako zvolený prezident Německa. Jako náčelník německého generálního štábu od srpna 1916 Hindenburgova pověst v německé veřejnosti značně stoupla. Spolu se svým zástupcem Erichem Ludendorffem pak po zbytek války vedl Německo ve faktické vojenské diktatuře, která marginalizovala německého císaře Viléma II. i německý Reichstag (parlament). Věrný rodinné tradici otce podporoval svou rodinu jako důstojník pěchoty, do důchodu odešel jako major. Stal se podporučíkem u třetího pluku pěší gardy.",Paul von Hindenburg byl vojenským důstojníkem.,Paul von Hindenburg nebyl vojenským důstojníkem.,P
16056,V Praze. Rozsáhlé historické centrum Prahy je od roku 1992 zapsáno na seznamu světového dědictví UNESCO.,V roce 1992 bylo rozsáhlé historické centrum Prahy zařazeno na seznam světového dědictví UNESCO.,V roce 1992 nebylo rozsáhlé historické centrum Prahy zařazeno na seznam světového dědictví UNESCO.,P
131735,"Strážci. Strážci zobrazují alternativní historii, v níž se ve 40. a 60. letech 20. století objevili superhrdinové a jejich přítomnost změnila dějiny tak, že Spojené státy vyhrály válku ve Vietnamu a skandál Watergate nebyl nikdy odhalen. Příběh se soustředí na osobní vývoj a morální boje hlavních hrdinů, které vyšetřování vraždy vládou sponzorovaného superhrdiny vytáhne z důchodu. Strážci (film). Temný satirický a dystopický pohled na žánr superhrdinů se odehrává v alternativní historii v roce 1985 na vrcholu studené války mezi Spojenými státy a Sovětským svazem, kdy skupina amerických superhrdinů, většinou ve výslužbě, vyšetřuje vraždu jednoho z nich a poté odhalí promyšlené a smrtící spiknutí, přičemž jejich morální zábrany jsou zpochybňovány složitou povahou okolností. Na základě prvků ze světa Strážců bylo vydáno DVD, včetně animované adaptace komiksu Příběhy černého nákladníka v rámci příběhu s Gerardem Butlerem v hlavní roli, a fiktivní biografie Under the Hood, podrobně popisující starší generaci superhrdinů z filmového příběhu.",Watchmen je film o superhrdinech.,Watchmen není film o superhrdinech.,P
133186,"Brandon Bruce Lee (1. února 1965 - 31. března 1993) byl americký herec a mistr bojových umění. Shannon Emery Lee (narozena 19. dubna 1969) je americká herečka, bojová umělkyně a podnikatelka.",Shannon Leeová je bojová umělkyně.,Shannon Leeová není bojová umělkyně.,P
148551,"Adobe Photoshop. V říjnu 2002, po zavedení značky Creative Suite, však byla každá nová verze programu Photoshop označena písmenem ""CS"" plus číslem; např. osmá hlavní verze programu Photoshop byla Photoshop CS a devátá hlavní verze byla Photoshop CS2. V červnu 2013, po zavedení značky Creative Cloud, se licenční schéma aplikace Photoshop změnilo na model pronájmu softwaru jako služby a přípony ""CS"" byly nahrazeny přípony ""CC"". Souhrnně jsou označovány jako ""The Adobe Photoshop Family"".",Adobe Photoshop je označen nulovými písmeny.,Adobe Photoshop není označen nulovými písmeny.,N
